STATION,DATE,LATITUDE,LONGITUDE,ELEVATION,NAME,PRCP_MM,TMAX_10THC,TMIN_10THC,AWND_MTRSPERSEC,CASUAL,REGISTERED ,TTLCNT
USW00003978,7/3/2021,36.35,-94.21667,395,"BENTONVILLE MUNICIPAL AIRPORT, AR US",0,294,172,14,854,3854,4708
USW00003978,7/4/2021,36.35,-94.21667,395,"BENTONVILLE MUNICIPAL AIRPORT, AR US",0,294,189,19,732,3916,4648
USW00003978,7/5/2021,36.35,-94.21667,395,"BENTONVILLE MUNICIPAL AIRPORT, AR US",0,289,183,22,848,4377,5225
USW00003978,7/6/2021,36.35,-94.21667,395,"BENTONVILLE MUNICIPAL AIRPORT, AR US",0,306,189,16,1027,4488,5515
USW00003978,7/7/2021,36.35,-94.21667,395,"BENTONVILLE MUNICIPAL AIRPORT, AR US",0,322,206,20,1246,4116,5362
USW00003978,7/8/2021,36.35,-94.21667,395,"BENTONVILLE MUNICIPAL AIRPORT, AR US",0,322,217,14,2204,2915,5119
USW00003978,7/9/2021,36.35,-94.21667,395,"BENTONVILLE MUNICIPAL AIRPORT, AR US",0,322,228,34,2282,2367,4649
USW00003978,7/10/2021,36.35,-94.21667,395,"BENTONVILLE MUNICIPAL AIRPORT, AR US",0,294,206,38,3065,2978,6043
USW00003978,7/11/2021,36.35,-94.21667,395,"BENTONVILLE MUNICIPAL AIRPORT, AR US",3,261,189,30,1031,3634,4665
USW00003978,7/12/2021,36.35,-94.21667,395,"BENTONVILLE MUNICIPAL AIRPORT, AR US",0,244,172,18,784,3845,4629
USW00003978,7/13/2021,36.35,-94.21667,395,"BENTONVILLE MUNICIPAL AIRPORT, AR US",0,306,167,23,754,3838,4592
USW00003978,7/14/2021,36.35,-94.21667,395,"BENTONVILLE MUNICIPAL AIRPORT, AR US",0,317,211,38,692,3348,4040
USW00003978,7/15/2021,36.35,-94.21667,395,"BENTONVILLE MUNICIPAL AIRPORT, AR US",0,317,228,42,1988,3348,5336
USW00003978,7/16/2021,36.35,-94.21667,395,"BENTONVILLE MUNICIPAL AIRPORT, AR US",378,283,183,31,1743,3138,4881
USW00003978,7/17/2021,36.35,-94.21667,395,"BENTONVILLE MUNICIPAL AIRPORT, AR US",376,306,206,28,723,3363,4086
USW00003978,7/18/2021,36.35,-94.21667,395,"BENTONVILLE MUNICIPAL AIRPORT, AR US",30,306,206,23,662,3596,4258
USW00003978,7/19/2021,36.35,-94.21667,395,"BENTONVILLE MUNICIPAL AIRPORT, AR US",3,300,206,30,748,3594,4342
USW00003978,7/20/2021,36.35,-94.21667,395,"BENTONVILLE MUNICIPAL AIRPORT, AR US",0,283,189,31,888,4196,5084
USW00003978,7/21/2021,36.35,-94.21667,395,"BENTONVILLE MUNICIPAL AIRPORT, AR US",0,294,183,16,1318,4220,5538
USW00003978,7/22/2021,36.35,-94.21667,395,"BENTONVILLE MUNICIPAL AIRPORT, AR US",0,311,211,20,2418,3505,5923
USW00003978,7/23/2021,36.35,-94.21667,395,"BENTONVILLE MUNICIPAL AIRPORT, AR US",0,322,217,26,2006,3296,5302
USW00003978,7/24/2021,36.35,-94.21667,395,"BENTONVILLE MUNICIPAL AIRPORT, AR US",0,333,233,25,841,3617,4458
USW00003978,7/25/2021,36.35,-94.21667,395,"BENTONVILLE MUNICIPAL AIRPORT, AR US",5,322,233,19,752,3789,4541
USW00003978,7/26/2021,36.35,-94.21667,395,"BENTONVILLE MUNICIPAL AIRPORT, AR US",0,339,233,15,644,3688,4332
USW00003978,7/27/2021,36.35,-94.21667,395,"BENTONVILLE MUNICIPAL AIRPORT, AR US",0,350,239,15,632,3152,3784
USW00003978,7/28/2021,36.35,-94.21667,395,"BENTONVILLE MUNICIPAL AIRPORT, AR US",0,350,233,9,562,2825,3387
USW00003978,7/29/2021,36.35,-94.21667,395,"BENTONVILLE MUNICIPAL AIRPORT, AR US",0,344,233,13,987,2298,3285
USW00003978,7/30/2021,36.35,-94.21667,395,"BENTONVILLE MUNICIPAL AIRPORT, AR US",0,344,217,14,1050,2556,3606
USW00003978,7/31/2021,36.35,-94.21667,395,"BENTONVILLE MUNICIPAL AIRPORT, AR US",0,344,228,30,568,3272,3840
USW00003978,8/1/2021,36.35,-94.21667,395,"BENTONVILLE MUNICIPAL AIRPORT, AR US",8,283,211,30,750,3840,4590
USW00003978,8/2/2021,36.35,-94.21667,395,"BENTONVILLE MUNICIPAL AIRPORT, AR US",0,294,189,31,755,3901,4656
USW00003978,8/3/2021,36.35,-94.21667,395,"BENTONVILLE MUNICIPAL AIRPORT, AR US",0,289,183,25,606,3784,4390
USW00003978,8/4/2021,36.35,-94.21667,395,"BENTONVILLE MUNICIPAL AIRPORT, AR US",0,289,189,21,670,3176,3846
USW00003978,8/5/2021,36.35,-94.21667,395,"BENTONVILLE MUNICIPAL AIRPORT, AR US",0,272,194,22,1559,2916,4475
USW00003978,8/6/2021,36.35,-94.21667,395,"BENTONVILLE MUNICIPAL AIRPORT, AR US",0,300,189,30,1524,2778,4302
USW00003978,8/7/2021,36.35,-94.21667,395,"BENTONVILLE MUNICIPAL AIRPORT, AR US",0,317,200,35,729,3537,4266
USW00003978,8/8/2021,36.35,-94.21667,395,"BENTONVILLE MUNICIPAL AIRPORT, AR US",0,317,233,42,801,4044,4845
USW00003978,8/9/2021,36.35,-94.21667,395,"BENTONVILLE MUNICIPAL AIRPORT, AR US",0,,250,44,467,3107,3574
USW00003978,8/10/2021,36.35,-94.21667,395,"BENTONVILLE MUNICIPAL AIRPORT, AR US",0,339,250,40,799,3777,4576
USW00003978,8/11/2021,36.35,-94.21667,395,"BENTONVILLE MUNICIPAL AIRPORT, AR US",0,344,244,43,1023,3843,4866
USW00003978,8/12/2021,36.35,-94.21667,395,"BENTONVILLE MUNICIPAL AIRPORT, AR US",0,356,239,41,1521,2773,4294
USW00003978,8/13/2021,36.35,-94.21667,395,"BENTONVILLE MUNICIPAL AIRPORT, AR US",485,339,200,28,1298,2487,3785
USW00003978,8/14/2021,36.35,-94.21667,395,"BENTONVILLE MUNICIPAL AIRPORT, AR US",0,294,211,23,846,3480,4326
USW00003978,8/15/2021,36.35,-94.21667,395,"BENTONVILLE MUNICIPAL AIRPORT, AR US",0,300,206,26,907,3695,4602
USW00003978,8/16/2021,36.35,-94.21667,395,"BENTONVILLE MUNICIPAL AIRPORT, AR US",0,306,206,18,884,3896,4780
USW00003978,8/17/2021,36.35,-94.21667,395,"BENTONVILLE MUNICIPAL AIRPORT, AR US",0,283,206,25,812,3980,4792
USW00003978,8/18/2021,36.35,-94.21667,395,"BENTONVILLE MUNICIPAL AIRPORT, AR US",25,283,211,22,1051,3854,4905
USW00003978,8/19/2021,36.35,-94.21667,395,"BENTONVILLE MUNICIPAL AIRPORT, AR US",20,306,217,25,1504,2646,4150
USW00003978,8/20/2021,36.35,-94.21667,395,"BENTONVILLE MUNICIPAL AIRPORT, AR US",0,322,228,35,1338,2482,3820
USW00003978,8/21/2021,36.35,-94.21667,395,"BENTONVILLE MUNICIPAL AIRPORT, AR US",25,294,211,22,775,3563,4338
USW00003978,8/22/2021,36.35,-94.21667,395,"BENTONVILLE MUNICIPAL AIRPORT, AR US",0,339,228,17,721,4004,4725
USW00003978,8/23/2021,36.35,-94.21667,395,"BENTONVILLE MUNICIPAL AIRPORT, AR US",0,344,233,31,668,4026,4694
USW00003978,8/24/2021,36.35,-94.21667,395,"BENTONVILLE MUNICIPAL AIRPORT, AR US",0,344,222,26,639,3166,3805
USW00003978,8/25/2021,36.35,-94.21667,395,"BENTONVILLE MUNICIPAL AIRPORT, AR US",0,350,211,23,797,3356,4153
USW00003978,8/26/2021,36.35,-94.21667,395,"BENTONVILLE MUNICIPAL AIRPORT, AR US",0,344,228,17,1914,3277,5191
USW00003978,8/27/2021,36.35,-94.21667,395,"BENTONVILLE MUNICIPAL AIRPORT, AR US",0,339,222,27,1249,2624,3873
USW00003978,8/28/2021,36.35,-94.21667,395,"BENTONVILLE MUNICIPAL AIRPORT, AR US",0,317,217,28,833,3925,4758
USW00003978,8/29/2021,36.35,-94.21667,395,"BENTONVILLE MUNICIPAL AIRPORT, AR US",0,300,217,24,1281,4614,5895
USW00003978,8/30/2021,36.35,-94.21667,395,"BENTONVILLE MUNICIPAL AIRPORT, AR US",0,317,222,28,949,4181,5130
USW00003978,8/31/2021,36.35,-94.21667,395,"BENTONVILLE MUNICIPAL AIRPORT, AR US",0,328,194,15,435,3107,3542
USW00003978,9/1/2021,36.35,-94.21667,395,"BENTONVILLE MUNICIPAL AIRPORT, AR US",0,333,222,22,768,3893,4661
USW00003978,9/2/2021,36.35,-94.21667,395,"BENTONVILLE MUNICIPAL AIRPORT, AR US",0,328,222,38,226,889,1115
USW00003978,9/3/2021,36.35,-94.21667,395,"BENTONVILLE MUNICIPAL AIRPORT, AR US",0,328,206,33,1415,2919,4334
USW00003978,9/4/2021,36.35,-94.21667,395,"BENTONVILLE MUNICIPAL AIRPORT, AR US",173,339,222,37,729,3905,4634
USW00003978,9/5/2021,36.35,-94.21667,395,"BENTONVILLE MUNICIPAL AIRPORT, AR US",0,289,194,30,775,4429,5204
USW00003978,9/6/2021,36.35,-94.21667,395,"BENTONVILLE MUNICIPAL AIRPORT, AR US",0,317,167,14,688,4370,5058
USW00003978,9/7/2021,36.35,-94.21667,395,"BENTONVILLE MUNICIPAL AIRPORT, AR US",0,317,178,26,783,4332,5115
USW00003978,9/8/2021,36.35,-94.21667,395,"BENTONVILLE MUNICIPAL AIRPORT, AR US",0,289,156,38,875,3852,4727
USW00003978,9/9/2021,36.35,-94.21667,395,"BENTONVILLE MUNICIPAL AIRPORT, AR US",0,306,133,11,1935,2549,4484
USW00003978,9/10/2021,36.35,-94.21667,395,"BENTONVILLE MUNICIPAL AIRPORT, AR US",0,317,178,33,2521,2419,4940
USW00003978,9/11/2021,36.35,-94.21667,395,"BENTONVILLE MUNICIPAL AIRPORT, AR US",0,328,194,34,1236,2115,3351
USW00003978,9/12/2021,36.35,-94.21667,395,"BENTONVILLE MUNICIPAL AIRPORT, AR US",0,306,189,30,204,2506,2710
USW00003978,9/13/2021,36.35,-94.21667,395,"BENTONVILLE MUNICIPAL AIRPORT, AR US",0,328,172,32,118,1878,1996
USW00003978,9/14/2021,36.35,-94.21667,395,"BENTONVILLE MUNICIPAL AIRPORT, AR US",0,317,200,23,153,1689,1842
USW00003978,9/16/2021,36.35,-94.21667,395,"BENTONVILLE MUNICIPAL AIRPORT, AR US",0,317,200,0,417,3127,3544
USW00003978,9/17/2021,36.35,-94.21667,395,"BENTONVILLE MUNICIPAL AIRPORT, AR US",0,317,189,24,1750,3595,5345
USW00003978,9/18/2021,36.35,-94.21667,395,"BENTONVILLE MUNICIPAL AIRPORT, AR US",0,317,183,30,1633,3413,5046
USW00003978,9/19/2021,36.35,-94.21667,395,"BENTONVILLE MUNICIPAL AIRPORT, AR US",0,306,200,27,690,4023,4713
USW00003978,9/20/2021,36.35,-94.21667,395,"BENTONVILLE MUNICIPAL AIRPORT, AR US",427,339,200,43,701,4062,4763
USW00003978,9/21/2021,36.35,-94.21667,395,"BENTONVILLE MUNICIPAL AIRPORT, AR US",307,217,122,40,647,4138,4785
USW00003978,9/22/2021,36.35,-94.21667,395,"BENTONVILLE MUNICIPAL AIRPORT, AR US",0,222,100,27,428,3231,3659
USW00003978,9/23/2021,36.35,-94.21667,395,"BENTONVILLE MUNICIPAL AIRPORT, AR US",0,244,78,12,742,4018,4760
USW00003978,9/24/2021,36.35,-94.21667,395,"BENTONVILLE MUNICIPAL AIRPORT, AR US",0,256,106,24,1434,3077,4511
USW00003978,9/25/2021,36.35,-94.21667,395,"BENTONVILLE MUNICIPAL AIRPORT, AR US",0,267,128,17,1353,2921,4274
USW00003978,9/26/2021,36.35,-94.21667,395,"BENTONVILLE MUNICIPAL AIRPORT, AR US",0,306,128,34,691,3848,4539
USW00003978,9/27/2021,36.35,-94.21667,395,"BENTONVILLE MUNICIPAL AIRPORT, AR US",0,306,178,30,438,3203,3641
USW00003978,9/28/2021,36.35,-94.21667,395,"BENTONVILLE MUNICIPAL AIRPORT, AR US",0,306,156,27,539,3813,4352
USW00003978,9/29/2021,36.35,-94.21667,395,"BENTONVILLE MUNICIPAL AIRPORT, AR US",0,283,194,34,555,4240,4795
USW00003978,9/30/2021,36.35,-94.21667,395,"BENTONVILLE MUNICIPAL AIRPORT, AR US",330,283,189,23,258,2137,2395
USW00003978,10/1/2021,36.35,-94.21667,395,"BENTONVILLE MUNICIPAL AIRPORT, AR US",3,267,178,22,1776,3647,5423
USW00003978,10/2/2021,36.35,-94.21667,395,"BENTONVILLE MUNICIPAL AIRPORT, AR US",170,256,167,23,1544,3466,5010
USW00003978,10/3/2021,36.35,-94.21667,395,"BENTONVILLE MUNICIPAL AIRPORT, AR US",3,239,156,15,684,3946,4630
USW00003978,10/4/2021,36.35,-94.21667,395,"BENTONVILLE MUNICIPAL AIRPORT, AR US",0,256,128,16,477,3643,4120
USW00003978,10/5/2021,36.35,-94.21667,395,"BENTONVILLE MUNICIPAL AIRPORT, AR US",0,250,100,18,480,3427,3907
USW00003978,10/6/2021,36.35,-94.21667,395,"BENTONVILLE MUNICIPAL AIRPORT, AR US",0,228,144,17,653,4186,4839
USW00003978,10/7/2021,36.35,-94.21667,395,"BENTONVILLE MUNICIPAL AIRPORT, AR US",0,261,133,13,830,4372,5202
USW00003978,10/8/2021,36.35,-94.21667,395,"BENTONVILLE MUNICIPAL AIRPORT, AR US",0,317,156,37,480,1949,2429
USW00003978,10/9/2021,36.35,-94.21667,395,"BENTONVILLE MUNICIPAL AIRPORT, AR US",0,306,206,43,616,2302,2918
USW00003978,10/10/2021,36.35,-94.21667,395,"BENTONVILLE MUNICIPAL AIRPORT, AR US",10,283,200,51,330,3240,3570
USW00003978,10/11/2021,36.35,-94.21667,395,"BENTONVILLE MUNICIPAL AIRPORT, AR US",13,222,106,52,486,3970,4456
USW00003978,10/12/2021,36.35,-94.21667,395,"BENTONVILLE MUNICIPAL AIRPORT, AR US",0,267,89,36,559,4267,4826
USW00003978,10/13/2021,36.35,-94.21667,395,"BENTONVILLE MUNICIPAL AIRPORT, AR US",323,233,178,40,639,4126,4765
USW00003978,10/14/2021,36.35,-94.21667,395,"BENTONVILLE MUNICIPAL AIRPORT, AR US",8,206,167,17,949,4036,4985
USW00003978,10/16/2021,36.35,-94.21667,395,"BENTONVILLE MUNICIPAL AIRPORT, AR US",0,189,50,16,2235,3174,5409
USW00003978,10/17/2021,36.35,-94.21667,395,"BENTONVILLE MUNICIPAL AIRPORT, AR US",0,217,50,17,2397,3114,5511
USW00003978,10/18/2021,36.35,-94.21667,395,"BENTONVILLE MUNICIPAL AIRPORT, AR US",0,222,67,24,1514,3603,5117
USW00003978,10/19/2021,36.35,-94.21667,395,"BENTONVILLE MUNICIPAL AIRPORT, AR US",0,239,94,36,667,3896,4563
USW00003978,10/20/2021,36.35,-94.21667,395,"BENTONVILLE MUNICIPAL AIRPORT, AR US",0,233,122,30,217,2199,2416
USW00003978,10/21/2021,36.35,-94.21667,395,"BENTONVILLE MUNICIPAL AIRPORT, AR US",0,183,72,19,290,2623,2913
USW00003978,10/22/2021,36.35,-94.21667,395,"BENTONVILLE MUNICIPAL AIRPORT, AR US",0,228,61,15,529,3115,3644
USW00003978,10/23/2021,36.35,-94.21667,395,"BENTONVILLE MUNICIPAL AIRPORT, AR US",0,244,150,38,1899,3318,5217
USW00003978,10/24/2021,36.35,-94.21667,395,"BENTONVILLE MUNICIPAL AIRPORT, AR US",0,256,128,53,1748,3293,5041
USW00003978,10/25/2021,36.35,-94.21667,395,"BENTONVILLE MUNICIPAL AIRPORT, AR US",0,183,94,26,713,3857,4570
USW00003978,10/26/2021,36.35,-94.21667,395,"BENTONVILLE MUNICIPAL AIRPORT, AR US",0,228,100,53,637,4111,
USW00003978,10/27/2021,36.35,-94.21667,395,"BENTONVILLE MUNICIPAL AIRPORT, AR US",157,183,111,34,254,2170,2424
USW00003978,10/28/2021,36.35,-94.21667,395,"BENTONVILLE MUNICIPAL AIRPORT, AR US",18,111,72,58,471,3724,4195
USW00003978,10/29/2021,36.35,-94.21667,395,"BENTONVILLE MUNICIPAL AIRPORT, AR US",5,100,72,41,676,3628,4304
USW00003978,10/30/2021,36.35,-94.21667,395,"BENTONVILLE MUNICIPAL AIRPORT, AR US",0,167,33,12,1499,2809,4308
USW00003978,10/31/2021,36.35,-94.21667,395,"BENTONVILLE MUNICIPAL AIRPORT, AR US",0,144,39,26,1619,2762,4381
USW00003978,11/1/2021,36.35,-94.21667,395,"BENTONVILLE MUNICIPAL AIRPORT, AR US",36,89,50,37,699,3488,4187
USW00003978,11/2/2021,36.35,-94.21667,395,"BENTONVILLE MUNICIPAL AIRPORT, AR US",43,72,39,30,695,3992,4687
USW00003978,11/3/2021,36.35,-94.21667,395,"BENTONVILLE MUNICIPAL AIRPORT, AR US",33,106,44,18,404,3490,3894
USW00003978,11/4/2021,36.35,-94.21667,395,"BENTONVILLE MUNICIPAL AIRPORT, AR US",0,133,11,6,240,2419,2659
USW00003978,11/5/2021,36.35,-94.21667,395,"BENTONVILLE MUNICIPAL AIRPORT, AR US",0,139,11,16,456,3291,3747
USW00003978,11/6/2021,36.35,-94.21667,395,"BENTONVILLE MUNICIPAL AIRPORT, AR US",0,161,6,18,57,570,627
USW00003978,11/7/2021,36.35,-94.21667,395,"BENTONVILLE MUNICIPAL AIRPORT, AR US",0,206,33,25,885,2446,3331
USW00003978,11/8/2021,36.35,-94.21667,395,"BENTONVILLE MUNICIPAL AIRPORT, AR US",0,222,72,32,362,3307,3669
USW00003978,11/10/2021,36.35,-94.21667,395,"BENTONVILLE MUNICIPAL AIRPORT, AR US",117,206,117,43,410,3658,4068
USW00003978,11/12/2021,36.35,-94.21667,395,"BENTONVILLE MUNICIPAL AIRPORT, AR US",46,94,6,46,370,3816,4186
USW00003978,11/13/2021,36.35,-94.21667,395,"BENTONVILLE MUNICIPAL AIRPORT, AR US",0,100,-21,25,318,3656,3974
USW00003978,11/14/2021,36.35,-94.21667,395,"BENTONVILLE MUNICIPAL AIRPORT, AR US",0,150,22,17,470,3576,4046
USW00003978,11/15/2021,36.35,-94.21667,395,"BENTONVILLE MUNICIPAL AIRPORT, AR US",0,194,28,29,1156,2770,3926
USW00003978,11/16/2021,36.35,-94.21667,395,"BENTONVILLE MUNICIPAL AIRPORT, AR US",0,239,78,48,952,2697,3649
USW00003978,11/17/2021,36.35,-94.21667,395,"BENTONVILLE MUNICIPAL AIRPORT, AR US",0,211,78,60,373,3662,4035
USW00003978,11/18/2021,36.35,-94.21667,395,"BENTONVILLE MUNICIPAL AIRPORT, AR US",0,111,-5,24,376,3829,4205
USW00003978,11/19/2021,36.35,-94.21667,395,"BENTONVILLE MUNICIPAL AIRPORT, AR US",0,122,-38,30,305,3804,4109
USW00003978,11/20/2021,36.35,-94.21667,395,"BENTONVILLE MUNICIPAL AIRPORT, AR US",0,161,44,30,190,2743,2933
USW00003978,11/21/2021,36.35,-94.21667,395,"BENTONVILLE MUNICIPAL AIRPORT, AR US",3,139,61,26,440,2928,3368
USW00003978,11/22/2021,36.35,-94.21667,395,"BENTONVILLE MUNICIPAL AIRPORT, AR US",0,133,0,15,1275,2792,4067
USW00003978,11/23/2021,36.35,-94.21667,395,"BENTONVILLE MUNICIPAL AIRPORT, AR US",0,178,17,41,1004,2713,3717
USW00003978,11/24/2021,36.35,-94.21667,395,"BENTONVILLE MUNICIPAL AIRPORT, AR US",5,178,94,60,595,3891,4486
USW00003978,11/25/2021,36.35,-94.21667,395,"BENTONVILLE MUNICIPAL AIRPORT, AR US",66,139,-16,40,449,3746,4195
USW00003978,11/26/2021,36.35,-94.21667,395,"BENTONVILLE MUNICIPAL AIRPORT, AR US",0,122,-43,30,145,1672,1817
USW00003978,11/27/2021,36.35,-94.21667,395,"BENTONVILLE MUNICIPAL AIRPORT, AR US",0,161,39,31,139,2914,3053
USW00003978,11/28/2021,36.35,-94.21667,395,"BENTONVILLE MUNICIPAL AIRPORT, AR US",0,139,17,20,245,3147,3392
USW00003978,11/29/2021,36.35,-94.21667,395,"BENTONVILLE MUNICIPAL AIRPORT, AR US",0,178,11,30,943,2720,3663
USW00003978,11/30/2021,36.35,-94.21667,395,"BENTONVILLE MUNICIPAL AIRPORT, AR US",0,217,39,18,787,2733,3520
USW00003978,12/1/2021,36.35,-94.21667,395,"BENTONVILLE MUNICIPAL AIRPORT, AR US",0,194,78,24,220,2545,2765
USW00003978,12/2/2021,36.35,-94.21667,395,"BENTONVILLE MUNICIPAL AIRPORT, AR US",0,233,61,26,69,1538,1607
USW00003978,12/3/2021,36.35,-94.21667,395,"BENTONVILLE MUNICIPAL AIRPORT, AR US",0,239,83,19,112,2454,2566
USW00003978,12/4/2021,36.35,-94.21667,395,"BENTONVILLE MUNICIPAL AIRPORT, AR US",0,161,106,40,560,935,1495
USW00003978,12/5/2021,36.35,-94.21667,395,"BENTONVILLE MUNICIPAL AIRPORT, AR US",127,211,89,59,1095,1697,2792
USW00003978,12/6/2021,36.35,-94.21667,395,"BENTONVILLE MUNICIPAL AIRPORT, AR US",20,89,-10,43,1249,1819,3068
USW00003978,12/7/2021,36.35,-94.21667,395,"BENTONVILLE MUNICIPAL AIRPORT, AR US",0,78,-10,31,810,2261,3071
USW00003978,12/8/2021,36.35,-94.21667,395,"BENTONVILLE MUNICIPAL AIRPORT, AR US",0,133,-27,20,253,3614,3867
USW00003978,12/9/2021,36.35,-94.21667,395,"BENTONVILLE MUNICIPAL AIRPORT, AR US",0,194,89,47,96,2818,2914
USW00003978,12/10/2021,36.35,-94.21667,395,"BENTONVILLE MUNICIPAL AIRPORT, AR US",5,222,56,59,188,3425,3613
USW00003978,12/11/2021,36.35,-94.21667,395,"BENTONVILLE MUNICIPAL AIRPORT, AR US",0,72,-10,41,182,3545,3727
USW00003978,12/12/2021,36.35,-94.21667,395,"BENTONVILLE MUNICIPAL AIRPORT, AR US",0,122,-32,34,268,3672,3940
USW00003978,12/13/2021,36.35,-94.21667,395,"BENTONVILLE MUNICIPAL AIRPORT, AR US",0,,28,36,706,2908,3614
USW00003978,12/14/2021,36.35,-94.21667,395,"BENTONVILLE MUNICIPAL AIRPORT, AR US",0,189,94,46,634,2851,3485
USW00003978,12/15/2021,36.35,-94.21667,395,"BENTONVILLE MUNICIPAL AIRPORT, AR US",0,233,189,81,233,3578,3811
USW00003978,12/16/2021,36.35,-94.21667,395,"BENTONVILLE MUNICIPAL AIRPORT, AR US",81,211,56,34,126,2468,2594
USW00003978,12/17/2021,36.35,-94.21667,395,"BENTONVILLE MUNICIPAL AIRPORT, AR US",823,144,78,27,50,655,705
USW00003978,12/18/2021,36.35,-94.21667,395,"BENTONVILLE MUNICIPAL AIRPORT, AR US",58,117,-5,47,150,3172,3322
USW00003978,12/19/2021,36.35,-94.21667,395,"BENTONVILLE MUNICIPAL AIRPORT, AR US",0,44,-21,16,261,3359,3620
USW00003978,12/20/2021,36.35,-94.21667,395,"BENTONVILLE MUNICIPAL AIRPORT, AR US",0,61,-38,20,502,2688,3190
USW00003978,12/21/2021,36.35,-94.21667,395,"BENTONVILLE MUNICIPAL AIRPORT, AR US",0,117,-27,19,377,2366,2743
USW00003978,12/22/2021,36.35,-94.21667,395,"BENTONVILLE MUNICIPAL AIRPORT, AR US",0,144,-32,23,143,3167,3310
USW00003978,12/23/2021,36.35,-94.21667,395,"BENTONVILLE MUNICIPAL AIRPORT, AR US",0,156,50,41,155,3368,3523
USW00003978,12/24/2021,36.35,-94.21667,395,"BENTONVILLE MUNICIPAL AIRPORT, AR US",0,222,144,73,178,3562,3740
USW00003978,12/25/2021,36.35,-94.21667,395,"BENTONVILLE MUNICIPAL AIRPORT, AR US",0,211,72,32,181,3528,3709
USW00003978,12/26/2021,36.35,-94.21667,395,"BENTONVILLE MUNICIPAL AIRPORT, AR US",0,244,67,42,178,3399,3577
USW00003978,12/27/2021,36.35,-94.21667,395,"BENTONVILLE MUNICIPAL AIRPORT, AR US",0,189,106,37,275,2464,2739
USW00003978,12/28/2021,36.35,-94.21667,395,"BENTONVILLE MUNICIPAL AIRPORT, AR US",66,194,72,38,220,2211,2431
USW00003978,12/29/2021,36.35,-94.21667,395,"BENTONVILLE MUNICIPAL AIRPORT, AR US",53,117,33,22,260,3143,3403
USW00003978,12/30/2021,36.35,-94.21667,395,"BENTONVILLE MUNICIPAL AIRPORT, AR US",0,161,39,34,216,3534,3750
USW00003978,12/31/2021,36.35,-94.21667,395,"BENTONVILLE MUNICIPAL AIRPORT, AR US",38,189,100,42,107,2553,2660
